Date	Start time	Leadtext	name	org name	episode nr	Season number	Widescreen (16:9)	Duration (minutes)	Parental rating	B-line	Country of Origin	Production Year	Genre	Synopsis this episode	Synopsis	Cast	Director	Rerun	Unique ID	Last episode this season	HD	House number	Event number	Signing available	Audio description available	Media ID	RMS ID	Whats'On Product Code	Catch-up Days	Preview Days
	18:15		Savaş Alanları	Battlefields	3	2	TRUE	120		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	Saldırı Tankları. Devreye alındıkları tarihten bu yana, tanklar büyük bir evrim geçirmiştir: onları tarihi bizler ve savaş sebebi ile ilgili bize ne anlatıyor? Savaş meydanındaki kullanımları bir çok tartışmaya konu olmuştur.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.		Pasquale Pagano	FALSE		false	TRUE	51010685	31798926	FALSE	FALSE					
	20:15		Müze Gizemleri	Museum Secrets	8	3	TRUE	55		Birleşik Krallık, belgesel dizisi, 2013	United Kingdom	2013		Tunus, Bardo Müzesinin içinde. Bir 19.yüzyıl sarayının içine kurulmuş olan müze, Tunus'un Cartaca, Roma, Bizans ve Osmanlı dönemlerine uzanan tarihine ilişkin kazılardan elde edilen eserleri bünyesinde barındırır.	Yeri doldurulamaz hazinelerin hikayelerini ortaya koyarak, benzer efsaneleri inceleyerek ve bilinmezleri araştırmak için en son araştırma teknikleri ve teknolojileri kullanarak, sıradışı müzeleri ziyaret ediyoruz.			FALSE		true	FALSE	51007066	31834879	FALSE	FALSE					
	21:10		Savaş Fabrikaları	War Factories	2	2	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Teknoloji	Halkın Arabası. Amerika'da Ford, Chrysler ve Buick varken, Hitler de ulusunu dönüştürecek bir araba istiyordu - 'halkın arabası' veya Volkswagen.	Savaşı sadece asker sayınızla, generallerinizin akıllı ve savaş stratejinizin cesur olmasıyla değil, yeterli cephane, uçak ve yiyeceklerle kazanabilirsiniz. 2. Dünya Savaşı bir fabrikalar savaşıydı.	John Heffernan	Mike Ibeji	FALSE		false	TRUE	51013072	31834880	FALSE	FALSE					
	22:05		Piramitlerin Sırları	Secrets of the Pyramids	1	1	TRUE	55			United Kingdom	2017	Documentary/History	101. Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?	Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?			FALSE		false	FALSE	50002909	31834881	FALSE	FALSE					
	23:00	PREMIERE	Büyük Savaş Günlükleri	Great War Diaries	7	1	TRUE	70		Almanya, belgesel dizisi, 2014	Germany	2014	Belgesel/ Tarih/ Savaş	Başkaldırı. Artık savaşın kendisi düşmandı; askerler artık sebepsiz yere canlarını feda etmek istemiyorlardı. 1917 yazında ve sonbaharında bir ayaklanma patlak verdi.	Birinci Dünya Savaşı yeni bir tür savaştı; milyonlarca sıradan erkek, kadın ve çocuk arada kalmıştı. Hayatları asla hayal edemeyecekleri şekillerde değişti.			FALSE		false	TRUE	51012697	31798930	FALSE	FALSE					
	00:10		Tapınak Şövalyelerinin Gizli Hikayesi	The Secret Story of the Knights Templar	1	1	TRUE	65		Çek Cumhuriyeti, belgesel dizisi, 2019	Czech Republic	2019	Belgesel/ Tarih/ Politika & Güç	Şövalye Birliğinin Yükselişi ve Çöküşü. Tapınak Şövalyeleri, ortaçağ şövalyeliği geleneği içinde özel bir dini-askeri düzen olarak kuruldu, ancak Örgütün yükselişi ve düşüşü birkaç sır ve gizem içeriyor.	Ünlü Tapınak Şövalyelerinin aşırı güçlenmesine ve takibdende daha önce görülmemiş bir biçimde nefret ile hedef alınmalarına yol açan gelişmeleri keşfedin.			FALSE		false	TRUE	51010539	31798931	FALSE	FALSE					
	01:15		Gizli Savaş	The Secret War	7	1	TRUE	60		İngiltere, belgesel dizisi, 2011	United Kingdom	2011	Belgesel/ Tarih	Hollanda Felaketi. RAF, Alman işgali altındaki Hollanda'daki Özel operasyonlar bölümüne iki casus soktuğunda, gizli savaş tarihinin en felaket dönemlerden birinin başlatmış oldu.	Üçlü ajan Henri Dericourt ve Tombola Operasyonu hikayeleri de dahil, İkinci Dünya Savaşı sırasında İngiliz istihbaratının bilinmeyen suistimallerinden bazılarını keşfedin.			FALSE		false	FALSE	437136	31798932	FALSE	FALSE					
	02:15		Nil'i Taramak	Scanning the Nile	4	1	TRUE	65		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Gezi	Malzemeler Konvoylar: Firavun Vari Bir Görev. Nil'in ilk kataraktı Asvan'ı keserek onu doğal bir sınır ve Firavunların altınına açılan bir kapı haline getiriyor; en eski Nilometreyi keşfetmek için Elephantine Adasının sularına dalıyoruz	Eski Mısır'ın büyümesinde kutsal nehrin oynadığı muazzam role bir göz atıyoruz; en son teknolojinin kullanımıyla nehrin yüzyıllar içinde nasıl geliştiğine şahit oluyoruz.	Jean-Marc Lancelot	Anne-Fleur Delaistre	FALSE		true	TRUE	51012022	31798933	FALSE	FALSE					
	03:20		Neolitik'in Hayaleti	The Ghost of the Neolithic	0	0	TRUE	65		Fransa, belgesel, 2019	France	2019	Belgesel/ Tarih/ Arkeoloji		Bu, Alpler'den Almanya ve Kanada'daki laboratuarlara kadar arkeolojik bir faili meçhulün destansı öyküsüdür; hepimizin doğrudan mirasçısı olduğumuz Neolitik Devrim'e yeni bir ışık tutuyor.	Antoine Henri	Thibaud Marchand	FALSE		false	TRUE	51012243	31798934	FALSE	FALSE					
	04:25		2. Dünya Savaşı: İmparatorluğun Bedeli	World War II: The Price of Empire	4	1	TRUE	55		İngiltere, belgesel dizisi, 2015	UK	2015	Documentary/War	Yalnız. Almanya, İngiltere savaşında İngiliz Hava Kuvvetlerinin gücünü etkisiz hale getirmeyi ister. Luftwaffe'dan vazgeçilir, Blitz başlar. Almanlar Kuzey Afrika'daki müttefiklere destek için harekete geçer.	Gelişmekte olan bir dünyanın savaş yılları boyunca nasıl tümüyle tekrar inşa edildiğinin hikayesi ekranda. Yeni güçler modern dünyayı yaratmak için güç toplarken geleneksel güçler, kuvvetini yitirdi.			FALSE	2580113	false	FALSE	20240058	31798935	FALSE	FALSE					
	05:20		Teslim Olmaya Geri Sayım	Countdown to Surrender	1	1	TRUE	55		Almanya, belgesel dizisi, 2020	Germany	2020	Belgesel/ Tarih/ Savaş	101. 28 Ocak 1945: savaş, Alman topraklarına zirve noktasına ulaşır. Savaşın geçmişteki tüm ölümlerinden daha fazlasını yaşatan dehşet ve ölüm dolu yüz günün başlangıcıdır.	II. Dünya Savaşının son yüz günü; Nazi Almanyasının ve onun kaçınılmaz teslimiyetine doğru istiktatlı çöküşüne doğru gerçekleşen kritik dönüm noktalarını hatırlıyoruz.	Tony Hawkins	Michael Kloft	FALSE		false	TRUE	51011398	31798936	FALSE	FALSE					
2021-03-24	06:15		Savaş Alanları	Battlefields	3	2	TRUE	110		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	Saldırı Tankları. Devreye alındıkları tarihten bu yana, tanklar büyük bir evrim geçirmiştir: onları tarihi bizler ve savaş sebebi ile ilgili bize ne anlatıyor? Savaş meydanındaki kullanımları bir çok tartışmaya konu olmuştur.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.		Pasquale Pagano	FALSE		false	TRUE	51010685	31798937	FALSE	FALSE					
	08:05		Tuhaf İcatlar	Wicked Inventions	6	2	TRUE	35		İngiltere, belgesel dizisi, 2016	UK	2016		206. Bira - bir zamanlar bira içmenin su içmekten nasıl daha yararlı olduğunu keşfediyoruz. Sıvı Kristal ekran - kompüterinizin ekranının arkasında beliren ışık kırıcı gizemli maddeyi irdeliyoruz.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301248	31834882	FALSE	FALSE					
	08:40		Yasak Tarih	Forbidden History	6	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Piramitlerin Sırları. Mısır Giza'da bulunan Büyük Piramit bir Dünya harikasıdır, ancak ne zaman ve hangi amaçla ve kim tarafından inşa edildi Sakkara'daki ilk piramit olan Zoser bu tartışmaya nasıl bir katkı sağlayabilir?	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007283	31834883	FALSE	FALSE					
	09:35		Yasak Tarih	Forbidden History	7	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Nazilerin Doğaüstü İnancı. Nazilerin doğaüstüne yönelik inançları ne kadar büyüktü? Bunun ardında Hitler'mi vardı yoksa daha ziyade Himmler'in işimiydir ve Nazi generalleri doğaüstüne inanıyormuydu ve gizli seremonilere katıldılar mı?	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007284	31834884	FALSE	FALSE					
	10:30		Müze Gizemleri	Museum Secrets	8	3	TRUE	55		Birleşik Krallık, belgesel dizisi, 2013	United Kingdom	2013		Tunus, Bardo Müzesinin içinde. Bir 19.yüzyıl sarayının içine kurulmuş olan müze, Tunus'un Cartaca, Roma, Bizans ve Osmanlı dönemlerine uzanan tarihine ilişkin kazılardan elde edilen eserleri bünyesinde barındırır.	Yeri doldurulamaz hazinelerin hikayelerini ortaya koyarak, benzer efsaneleri inceleyerek ve bilinmezleri araştırmak için en son araştırma teknikleri ve teknolojileri kullanarak, sıradışı müzeleri ziyaret ediyoruz.			FALSE		true	FALSE	51007066	31834885	FALSE	FALSE					
	11:25		Piramitlerin Sırları	Secrets of the Pyramids	1	1	TRUE	60			United Kingdom	2017	Documentary/History	101. Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?	Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?			FALSE		false	FALSE	50002909	31834886	FALSE	FALSE					
	12:25		Pompei: Patlamadan Sonra	Pompeii: After the Eruption	0	0	TRUE	85		Birleşik Krallık, belgesel dizisi, 2019	United Kingdom	2019	Belgesel/ Tarih		İ.Ö. 79 senesinde yaşadığı dramatik yıkım ile ilgili yeni kanıtlar ortaya çıkarmak için geçtiğimiz sene Pompei şehrine giriş izni almıştık - bu sener arkeoloh Raksha Dave şehre tarihçi Dan Snow ile geri döner.	Raksha Dave, Dan Snow		FALSE		false	TRUE	51011212	31834887	FALSE	FALSE					
	13:50		Cinayet Haritaları	Murder Maps	1	4	TRUE	50		Birleşik Krallık, belgesel dizisi, 2019	United Kingdom	2019	Documentary	Peter Manuel - Birkenshaw Canavarı. Peter Manuel, 1956 ile 1958 yılları arasında en az sekiz kişiyi katletmiş İskoç bir seri katildir; bir den çok kez polisin radarına yakalanmış olsada, daha fazla cinayet işlemesi içi fırsat verilecek şekilde serbest bırakılmıştır.	Bu drama-belgesel, sizi zaman yolculuğuna çıkarıyor ve tarihin en şok edici, en şaşırtıcı cinayet vakalarına götürüyor. Sunucu Nicholas Day, bizi katilin dünyasına davet ediyor.			FALSE		false	TRUE	51011063	31834888	FALSE	FALSE					
	14:40		Vikinglerin Son Yolculuğu	The Last Journey of the Vikings	1	1	TRUE	65		Danimarka, belgesel dizisi, 2019	Denmark	2019	Belgesel/ Tarih/ Din	Göçmenler. Çoğu insan için Vikingler yalnızca şiddetli yağmacılar olarak bilinir; Vikinglerin gerçekte kim olduklarına dair daha derine iniyor ve daha fazla fikir ediniyor ve neden İskandinavya'dan korsan olmak için ayrıldıklarını öğreniyoruz	Fransa ve İngiltere'ye yaptıkları yolculuklardan, Hristiyanlık ile tanışmalarına, Normandiya'nın kuruluşundan 1066 yılındaki Hastings Muharebesine Vikinglerin hayatlarını keşfedin.	Pernilla August	James Velasquez	FALSE		false	TRUE	51011933	31834889	FALSE	FALSE					
	15:45		İmparatorlukların Yükselişi: Osmanlı	Rise of Empires: Ottoman	1	1	TRUE	55		Türkiye, belgesel dizisi, 2020	Turkey	2020	Belgesel/ Tarih	Yeni Sultan. 1451: 19 yaşındaki II.Mehmet, Osmanlı İmparatorluğu'nun padişahı olur. Hayali, tıpkı babasınınki gibi, Doğu Roma İmparatorluğu'nun efsanevi başkenti Konstantinopolis'i almaktır.	Bu, Sultan II.Mehmet'in ve Osmanlı İmparatorluğunun yükselişinin, Konstantinopolis'in destansı kuşatmasnın ve ardından Mayıs 1453'teki düşüşüyle anlatılan kökeninin hikayesidir.			FALSE		false	TRUE	51011942	31834890	FALSE	FALSE					
	16:40		2. Dünya Savaşı: İmparatorluğun Bedeli	World War II: The Price of Empire	5	1	TRUE	60		İngiltere, belgesel dizisi, 2015	UK	2015	Documentary/War	Barbarossa. Avrupa'daki savaş, 22 Haziran 1941'de Hitler'in Operasyon Barbarossa'yı başlatmasıyla değişir. Naziler'in Sovyetler Birliğini işgali başlamıştır.	Gelişmekte olan bir dünyanın savaş yılları boyunca nasıl tümüyle tekrar inşa edildiğinin hikayesi ekranda. Yeni güçler modern dünyayı yaratmak için güç toplarken geleneksel güçler, kuvvetini yitirdi.			FALSE	2580113	false	FALSE	20240059	31834891	FALSE	FALSE					
	17:40		Teslim Olmaya Geri Sayım	Countdown to Surrender	2	1	TRUE	65		Almanya, belgesel dizisi, 2020	Germany	2020	Belgesel/ Tarih/ Savaş	102. 6 Mart 1945: Köln, Müttefiklerin eline geçen ilk şehirdir. Stalin, diğer Müttefikler gelmeden Berlin'i fethetmeyi planlamaktadır; Haftalık haber bültenin Kızıl Ordu korkusunu beslemektedir.	II. Dünya Savaşının son yüz günü; Nazi Almanyasının ve onun kaçınılmaz teslimiyetine doğru istiktatlı çöküşüne doğru gerçekleşen kritik dönüm noktalarını hatırlıyoruz.	Tony Hawkins	Michael Kloft	FALSE		false	TRUE	51011399	31834892	FALSE	FALSE					
	18:45		Savaş Alanları	Battlefields	4	2	TRUE	80		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	1940: Dunkirk Fedakarlığı. 1940 yılı, 28 Mayıs ile 4 Haziran arası 400.000 müttefik askeri kendilerini Dunkirk'te köşeye sıkışmış olarak buldu; Britanyalılar onları Alman topçu ve hava ateşi altında tahliye etmek için son çare bir girişimde bulundu.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.		Serge Tignères	FALSE		false	TRUE	51010686	31798948	FALSE	FALSE					
	20:05		Deşifre Hazineler	Treasures Decoded	1	2	TRUE	60		Birleşik Krallık, belgesel serisi, 2014	United Kingdom	2014	Belgesel/ Tarih/ Arkeoloji/ Gezi	Büyük Piramit. Elinde 4500 yıllık bir günlük ve radikal bir yaklaşım ile, mühendis Peter James ve arkeolog Mark Lehner atik Mısırın en büyük gizemini çözmek için yola çıkıyorlar; Büyük Piramit nasıl inşaa edildi?	Dünyanın en büyük hazinelerinin dikkat çekici gizemlerini keşfedin; bir bilim insanları ekibi her bir nesneyi, son teknoloji adli tıp dahil çeşitli yeni tekniklerle inceliyor.			FALSE		false	FALSE	51007081	31798949	FALSE	FALSE					
	21:05		Savaş Fabrikaları	War Factories	3	2	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Teknoloji	Kamikaze Kurşun. Japonya, 2.Dünya Savaşı'nın tartışmasız en büyük savaşçısını - Mitsubishi Zero - yaratacaktı, ancak başarısız savaş fabrikaları nihayetinde Zero›yu bir kamikaze uçağına indirgeyecekti.	Savaşı sadece asker sayınızla, generallerinizin akıllı ve savaş stratejinizin cesur olmasıyla değil, yeterli cephane, uçak ve yiyeceklerle kazanabilirsiniz. 2. Dünya Savaşı bir fabrikalar savaşıydı.	John Heffernan	Mike Ibeji	FALSE		false	TRUE	51013073	31798950	FALSE	FALSE					
	22:00		Piramitlerin Sırları	Secrets of the Pyramids	2	1	TRUE	60			United Kingdom	2017	Documentary/History	102. Arkeologlar, bir piramit işçisinin 4500 yıllık günlüğünde, Büyük Piramidin nasıl inşa edildiği hakkında yeni ipuçları bulur. Sadece insan gücü kullanarak ağır taş blokların naklini sağlayabilirler mi?	Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?			FALSE		true	FALSE	50002910	31798951	FALSE	FALSE					
	23:00	PREMIERE	Büyük Savaş Günlükleri	Great War Diaries	8	1	TRUE	70		Almanya, belgesel dizisi, 2014	Germany	2014	Belgesel/ Tarih/ Savaş	Taşma Noktası. 1918 baharında, Alman İmparatorluğu savaşın başlangıcından bu yana en büyük saldırıyı başlattı, ancak Almanlar çok yorgundu ve Müttefiklerin maddi üstünlüğü çok fazlaydı.	Birinci Dünya Savaşı yeni bir tür savaştı; milyonlarca sıradan erkek, kadın ve çocuk arada kalmıştı. Hayatları asla hayal edemeyecekleri şekillerde değişti.			FALSE		true	TRUE	51012698	31798952	FALSE	FALSE					
	00:10		Tapınak Şövalyelerinin Gizli Hikayesi	The Secret Story of the Knights Templar	2	1	TRUE	60		Çek Cumhuriyeti, belgesel dizisi, 2019	Czech Republic	2019	Belgesel/ Tarih/ Politika & Güç	Tapınak Şövalyeleri ve Şeytan?. Ünlü Tapınak Şövalyelerini aşırı güce götüren gelişmeleri keşfedin; daha sonra Fransız sarayı tarafından ortaya atılan spesifik suçlamaların hedefi haline geldiler.	Ünlü Tapınak Şövalyelerinin aşırı güçlenmesine ve takibdende daha önce görülmemiş bir biçimde nefret ile hedef alınmalarına yol açan gelişmeleri keşfedin.			FALSE		false	TRUE	51010540	31798953	FALSE	FALSE					
	01:10		Gizli Savaş	The Secret War	8	1	TRUE	65		İngiltere, belgesel dizisi, 2011	United Kingdom	2011	Belgesel/ Tarih	SAS İtalyan İşi. İtalya'daki Alman karargahına saldırı düzenleyen SAS askeri Roy Farran ve SOE ajanı Michael Lees'in hikayesi ekranlarınıza geliyor.	Üçlü ajan Henri Dericourt ve Tombola Operasyonu hikayeleri de dahil, İkinci Dünya Savaşı sırasında İngiliz istihbaratının bilinmeyen suistimallerinden bazılarını keşfedin.			FALSE		false	FALSE	437137	31798954	FALSE	FALSE					
	02:15		Vikinglerin Son Yolculuğu	The Last Journey of the Vikings	1	1	TRUE	60		Danimarka, belgesel dizisi, 2019	Denmark	2019	Belgesel/ Tarih/ Din	Göçmenler. Çoğu insan için Vikingler yalnızca şiddetli yağmacılar olarak bilinir; Vikinglerin gerçekte kim olduklarına dair daha derine iniyor ve daha fazla fikir ediniyor ve neden İskandinavya'dan korsan olmak için ayrıldıklarını öğreniyoruz	Fransa ve İngiltere'ye yaptıkları yolculuklardan, Hristiyanlık ile tanışmalarına, Normandiya'nın kuruluşundan 1066 yılındaki Hastings Muharebesine Vikinglerin hayatlarını keşfedin.	Pernilla August	James Velasquez	FALSE		false	TRUE	51011933	31798955	FALSE	FALSE					
	03:15		İmparatorlukların Yükselişi: Osmanlı	Rise of Empires: Ottoman	1	1	TRUE	50		Türkiye, belgesel dizisi, 2020	Turkey	2020	Belgesel/ Tarih	Yeni Sultan. 1451: 19 yaşındaki II.Mehmet, Osmanlı İmparatorluğu'nun padişahı olur. Hayali, tıpkı babasınınki gibi, Doğu Roma İmparatorluğu'nun efsanevi başkenti Konstantinopolis'i almaktır.	Bu, Sultan II.Mehmet'in ve Osmanlı İmparatorluğunun yükselişinin, Konstantinopolis'in destansı kuşatmasnın ve ardından Mayıs 1453'teki düşüşüyle anlatılan kökeninin hikayesidir.			FALSE		false	TRUE	51011942	31798956	FALSE	FALSE					
	04:05		2. Dünya Savaşı: İmparatorluğun Bedeli	World War II: The Price of Empire	5	1	TRUE	55		İngiltere, belgesel dizisi, 2015	UK	2015	Documentary/War	Barbarossa. Avrupa'daki savaş, 22 Haziran 1941'de Hitler'in Operasyon Barbarossa'yı başlatmasıyla değişir. Naziler'in Sovyetler Birliğini işgali başlamıştır.	Gelişmekte olan bir dünyanın savaş yılları boyunca nasıl tümüyle tekrar inşa edildiğinin hikayesi ekranda. Yeni güçler modern dünyayı yaratmak için güç toplarken geleneksel güçler, kuvvetini yitirdi.			FALSE	2580113	false	FALSE	20240059	31798957	FALSE	FALSE					
	05:00		Teslim Olmaya Geri Sayım	Countdown to Surrender	2	1	TRUE	55		Almanya, belgesel dizisi, 2020	Germany	2020	Belgesel/ Tarih/ Savaş	102. 6 Mart 1945: Köln, Müttefiklerin eline geçen ilk şehirdir. Stalin, diğer Müttefikler gelmeden Berlin'i fethetmeyi planlamaktadır; Haftalık haber bültenin Kızıl Ordu korkusunu beslemektedir.	II. Dünya Savaşının son yüz günü; Nazi Almanyasının ve onun kaçınılmaz teslimiyetine doğru istiktatlı çöküşüne doğru gerçekleşen kritik dönüm noktalarını hatırlıyoruz.	Tony Hawkins	Michael Kloft	FALSE		false	TRUE	51011399	31798958	FALSE	FALSE					
	05:55		Savaş Alanları	Battlefields	4	2	TRUE	70		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih	1940: Dunkirk Fedakarlığı. 1940 yılı, 28 Mayıs ile 4 Haziran arası 400.000 müttefik askeri kendilerini Dunkirk'te köşeye sıkışmış olarak buldu; Britanyalılar onları Alman topçu ve hava ateşi altında tahliye etmek için son çare bir girişimde bulundu.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.		Serge Tignères	FALSE		false	TRUE	51010686	31798959	FALSE	FALSE					
2021-03-25	07:05		Müzedeki Gizemler	Mysteries at the Museum	8	12	TRUE	55		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Evi Havaya Uçurma ve Fazlası. FBI tarihinin en zorlu bomba vakalarından birini, efsanevi bir canavar ile gizemli bir karşılaşmayı ve devrim yaratan bir ilacı kazara keşfeden usta bir bilim insanını araştırıyoruz.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007374	31798960	FALSE	FALSE					
	08:00		Tuhaf İcatlar	Wicked Inventions	28	2	TRUE	30		İngiltere, belgesel dizisi, 2016	UK	2016		228. Hoşunuza gitsin, ya da gitmesin, savaş, çatışma ve bilinmeyeni keşfetme ihtiyacı insanın teknolojik ilerlemesinde katalist rolü oynar. Buluşlar, en çok, yokedici güdünün etkisi altındayken yapılır.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301271	31798961	FALSE	FALSE					
	08:30		Tuhaf İcatlar	Wicked Inventions	4	2	TRUE	25		İngiltere, belgesel dizisi, 2016	UK	2016		204. Plak döndüreci - balmumu, folyo ve en sevdiğiniz plaklar arasındaki bağlantı nedir? Yakıt Hücresi - arabaların yeryüzünü ancak su kadar kirletmesini sağlayan teknoloji ekranda.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301246	31834893	FALSE	FALSE					
	08:55		Yasak Tarih	Forbidden History	8	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Bermuda Üçgeninin Gizemleri. Bermuda Üçgeni, bir takım uçak ve geminin terkedilmiş ve kaybolmuş olduğu iddia edilen kabaca, Kuzey Atlantik okyanusunun batı bölgesinde tanımlanan bir bölgedir.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007285	31834894	FALSE	FALSE					
	09:50		Yasak Tarih	Forbidden History	9	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Vatikan'ın Gizli Dünyası. Vatikan Şehrinin kendi kanunları, polisi ve inanılmaz bir şekilde Latince makbuz veren ATM'leri bulunmaktadır. Burası yabancılara erişim izni olmayan kütüphaneler, kutsal emanetler ve sanat eserlerinin yer aldığı gizli bir dünyadır.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	51007286	31834895	FALSE	FALSE					
	10:45		Deşifre Hazineler	Treasures Decoded	1	2	TRUE	60		Birleşik Krallık, belgesel serisi, 2014	United Kingdom	2014	Belgesel/ Tarih/ Arkeoloji/ Gezi	Büyük Piramit. Elinde 4500 yıllık bir günlük ve radikal bir yaklaşım ile, mühendis Peter James ve arkeolog Mark Lehner atik Mısırın en büyük gizemini çözmek için yola çıkıyorlar; Büyük Piramit nasıl inşaa edildi?	Dünyanın en büyük hazinelerinin dikkat çekici gizemlerini keşfedin; bir bilim insanları ekibi her bir nesneyi, son teknoloji adli tıp dahil çeşitli yeni tekniklerle inceliyor.			FALSE		false	FALSE	51007081	31834896	FALSE	FALSE					
	11:45		Piramitlerin Sırları	Secrets of the Pyramids	2	1	TRUE	60			United Kingdom	2017	Documentary/History	102. Arkeologlar, bir piramit işçisinin 4500 yıllık günlüğünde, Büyük Piramidin nasıl inşa edildiği hakkında yeni ipuçları bulur. Sadece insan gücü kullanarak ağır taş blokların naklini sağlayabilirler mi?	Arkeologların, bir piramit işçisinin 4500 yıllık günlüğünü okuma girişimine katılın. Eski tekneyi yeniden inşa ederek, Büyük Piramidin inşaatına dair uzun süredir kayıp olan sırları çözebilirler mi?			FALSE		true	FALSE	50002910	31834897	FALSE	FALSE					
